;nome;preco;descricao
1801;Real Doces Doce De Queijo;R$ 19,90;280 g
1802;Santa Helena Doce de Amendoim Paçoquita;R$ 19,90;1 X 350 g
1803;Airon Pé de Moleque Zero Açúcar;R$ 16,90;1 X 56 g
1804;Santa Helena Paçoquita Paçoca em Rolha;R$ 29,90;1 X 750 g
1805;Predilecta Goiabada;R$ 4,99;1 X 300 g
1806;Predilecta Goiabada Zero Açúcar;R$ 13,90;1 X 300 g
1807;Val Goiabada Flow Pack;R$ 6,49;500 g
1808;St. Pierre Refrigerante Pink Lemonade;R$ 6,99;1 X 275 mL
1809;Predilecta Doce de Goiabada Tradicional;R$ 16,90;1 X 1.01 Kg
1810;Predilecta Goiabada Cascão;R$ 18,90;1 X 1.01 Kg
1811;Yoki Doce Paçoquinha de Amendoim Tipo Rolha;R$ 14,97;1 X 352 g
1812;Predilecta Geleia de Mocotó Natural;R$ 9,49;1 X 180.0 g
1813;Predilecta Doce de Batata Doce Marrom Glacê;R$ 8,49;1 X 350 g
1814;Santa Helena Paçoquita Zero Açúcar com Aveia;R$ 9,99;1 X 88 g
1815;itambe Doce De Leite com chocolate;R$ 26,90;1 X 800 g
1816;Doce De Leite Sonho;R$ 34,90/kg;350 g
1817;Queensberry Geléia Diet Goiaba;R$ 32,90;1 X 280 g
1818;Flormel Doce de Leite com Nozes Zero Açúcar;R$ 9,99;1 X 20 g
1819;Queensberry Geléia de Goiaba Classic;R$ 31,90;1 X 320 g
1820;Predilecta Geléia de Fruta Amora;R$ 16,90;230 g
1821;Queensberry Geleia Agridoce De Alho Caramelizada;R$ 29,90;1 X 310 g
1822;Val Polpas Marrom Glace Flow Pack;R$ 6,99;1 X 300 g
1823;Predilecta Goiabada;R$ 9,49;1 X 500 g
1824;Predilecta Goiabada Light;R$ 34,90;1 X 600 g
1825;Queensberry Geleia Agridoce Gourmet Menta Hortelã;R$ 26,90;1 X 320 g
1826;Predilecta Geleia De Ameixa;R$ 13,90;1 X 230 g
1827;Predilecta Goiabada Gourmet Zero Adição de Açúcar;R$ 21,90;1 X 500 g
1828;Real Doce de Queijo;R$ 17,90;1 X 350 g
1829;doce Real Banana;R$ 13,90;500 g
1830;Predilecta Geleia de Amora Premium;R$ 27,90;320 g
1831;Real Doce de Goiaba Tablete;R$ 13,90;1 X 500 g
1832;Docas Real Doce Bananada;R$ 14,90;1 X 400 g
1833;Real Doce de Goiaba Cristalizado;R$ 14,90;1 X 400 g
1834;Real Doce de Figo Cristalizado;R$ 16,90;1 X 300 g
1835;Tilili Doce De Queijo Ameixa;R$ 14,90;350 g
1836;Eldorado Rapadura Com Mamão;R$ 7,99;500 g
1837;Eldorado Rapadura Com Mamão;R$ 7,99;500 g
1838;St. Dalfour Geleia de Cereja;R$ 41,90;1 X 284 g
1839;Paçoquita Bala Mastigável de Amendoim;R$ 7,49;1 X 140 g
1840;St Dalfour . Geleia De Morango;R$ 8,49;28 g
1841;Santa Helena Doce Amendoim Caseiro;R$ 28,90;20 Und
1842;Santa Helena Doce de Amendoim Paçoquita Esporte com Whey Protein;R$ 19,90;1 X 18 g
1843;Fini Marshmallow Camping para Assar;R$ 19,90;1 X 250.0 g
1844;St Dalfour . Geleia De Framboesa;R$ 8,49;28 g
1845;Comfort Amaciante de Roupas Cuidado Intensivo;R$ 25,90;1 X 1 L
1846;Downy Amaciante Concentrado Brisa de Verão;R$ 14,99;1 X 500 mL
1847;Ypê Amaciante de Roupa Aconchego;R$ 10,39;1 X 2 L
1848;Comfort Amaciante de Roupa Explosão Azul;R$ 24,90;1 X 1.8 L
1849;Vanish Tira Manchas em Pó Crystal White Oxi Action;R$ 21,90;1 X 400 g
1850;Comfort Amaciante de Roupas com Óleo de Argan;R$ 15,90;1 X 500 mL
1851;Comfort Amaciante de Roupa Diluído Puro Cuidado;R$ 24,90;1 X 1.8 L
1852;Downy Amaciante de Roupa Concentrado Brisa de Verão;R$ 39,99;1 X 1.5 L
1853;Vanish Alvejante White Sachê;R$ 11,99;1 X 500 mL
1854;Vanish Tira Manchas em Gel Multiuso;R$ 11,99;1 X 500 mL
1855;Downy Amaciante de Roupas Concentrado Lírios do Campo;R$ 14,99;1 X 500 mL
1856;Ypê Amaciante de Roupa Aconchego;R$ 10,39;1 X 2 L
1857;Vanish Alvejante em Pó Crystal White;R$ 29,90;1 X 450 g
1858;Downy Amaciante para Roupas Concentrado Sensitive;R$ 15,90;1 X 450 mL
1859;Ypê Amaciante de Roupas Aconchego;R$ 14,90;1 X 2 L
1860;Ypê Amaciante Intenso;R$ 10,39;1 X 2 L
1861;Comfort Amaciante de Roupa Concentrado Hipoalergênico;R$ 25,90;1 X 1 L
1862;Vanish Tira Manchas em Gel Multiuso para Roupas Coloridas;R$ 15,90;1 X 500 mL
1863;Amaciante Concentrado Downy Perfume Collection Paixão 900 ml;R$ 29,99;1 X 900 mL
1864;Tira Manchas Pré Lavagem Vanish Resolv 450Ml Para Roupas Coloridas;R$ 18,90;1 X 450 mL
1865;Downy Amaciante Concentrado Lírios do Campo;R$ 39,99;1 X 1.5 L
1866;Comfort Amaciante de Roupas Concentrado Puro Cuidado;R$ 15,90;1 X 500 mL
1867;Ypê Amaciante de Roupas Intenso;R$ 14,90;1 X 2 L
1868;Downy Amaciante Concentrado Perfume Collection Místico;R$ 15,90;1 X 450 mL
1869;Mon Bijou Amaciante Mais Perfume;R$ 11,90;1 X 1.7 L
1870;Ola Sabão Líquido Lava Roupas Delicadas;R$ 11,99;1 X 500 mL
1871;Downy Amaciante de Roupa Concentrado Brisa Intenso;R$ 39,99;1 X 1.5 L
1872;Vanish Tira Manchas em Gel Multiuso;R$ 54,90;1 X 2 Und
1873;Brilhante Alvejante Floral Cloro Ativo;R$ 15,90;1 L
1874;Passe Bem Facilitador de Passar Roupas Líquido 4 em 1;R$ 39,90;1 X 500 mL
1875;Casa Km Amaciante Glicerina e Camomila Vida Macia;R$ 10,90;1 X 1 L
1876;Vanish Tira Manchas em Barra White para Roupas Brancas;R$ 8,90;1 X 75.0 g
1877;Vanish Tira Manchas Oxi Action + Oxi Action Crystal White;R$ 49,90;1 X 450 g
1878;Ypê Amaciante de Roupas Intenso com Cápsulas de Perfume;R$ 10,39;1 X 2 L
1879;Vanish Tira Manchas em Pó Multi Power Oxi Action Econômico para Roupas Coloridas;R$ 49,90;1 X 1.0 Kg
1880;Amaciante Concentrado Downy Perfume Collection Adorável 450 ml;R$ 15,90;1 X 450 mL
1881;Vanish Tira Manchas Pré Lavagem Resolv White para Roupas Brancas;R$ 18,90;1 X 450.0 mL
1882;Downy Amaciante Concentrado Água Fresca;R$ 14,99;1 X 500.0 mL
1883;Brilhante Sabão em Pó Limpeza Total;R$ 20,90;1 X 1.6 Kg
1884;Comfort Amaciante Concentrado Fiber Protect Cuidado Intensivo;R$ 15,90;1 X 500 mL
1885;Downy Amaciante Concentrado Sports;R$ 15,90;1 X 450 mL
1886;Downy Amaciante Concentrado Brisa Intenso;R$ 14,99;1 X 500 mL
1887;Amaciante Concentrado Downy Perfume Collection Paixão 1,35 L;R$ 49,90;1 X 1.35 L
1888;Vida Macia Amaciante de Roupas Glicerina & Amêndoas;R$ 10,90;1 X 1 L
1889;Vanish Tira Manchas Oxi Action;R$ 29,90;1 X 450 g
1890;Downy Amaciante de Roupa Concentrado Sensitive;R$ 48,90;1 X 1.35 mL
1891;Vanish Tira Manchas Gel Multiuso Crystal White;R$ 59,99;1 X 3 L
1892;Comfort Amaciante de Roupa Concentrado Puro Cuidado;R$ 22,40;1 X 900 mL
1893;Mon Bijou Amaciante Concentrado Noite Sonhos;R$ 23,90;1.0 L
1894;Ypê Amaciante de Roupa Ternura Rosa;R$ 10,39;1 X 2 L
1895;Downy Amaciante Concentrado Sensitive Hipoalergênico;R$ 29,99;1 X 900 mL
1896;Vanish Tira Manchas em Pó Vanish para Roupas Brancas;R$ 49,90;1 X 1 Kg
1897;Tira Manchas Em Pó Vanish Oxi Action 240G Para Roupas Coloridas;R$ 14,90;1 X 240 g
1898;Downy Amaciante Concentrado Brisa Intenso;R$ 29,90;1 X 1.0 L
1899;Vanish Tira Manchas Gel Multiuso Crystal White;R$ 15,90;1 X 500 mL
1900;Mon Bijou Amaciante de Roupas mais Maciez;R$ 11,90;1 X 1.7 L
1901;Vanish Multiuso para Roupas Coloridas Tira Manchas;R$ 35,90;1 X 1.5 L
1902;Amacitel Amaciante Momento de Carinho Luxo;R$ 10,90;1 X 2 L
1903;Mon Bijou Amaciante Concentrado Original Clássico;R$ 10,90;1 X 500 mL
1904;Vanish Tira Manchas  Karpex Para Tapetes e Cortinas;R$ 24,90;1 X 500 mL
1905;Omo Lava Roupas Líquido Lavagem Perfeita;R$ 64,90;1 X 3.0 L
1906;Omo Sabão Líquido Lavagem Perfeita Refil;R$ 24,90;1 X 900 mL
1907;Omo Sabão Líquido Puro Cuidado;R$ 64,90;1 X 3 L
1908;Omo Lava Roupas em Pó Lavagem Perfeita;R$ 15,99;1 X 800 g
1909;Brilhante Lava Roupas Líquido Limpeza Total;R$ 49,90;1 X 3 L
1910;Omo Lava Roupas em Pó Lavagem Perfeita;R$ 29,90;1 X 1.6 Kg
1911;Omo Sabão Líquido Lava-Roupas Puro Cuidado Refil;R$ 24,90;1 X 900 mL
1912;Omo Lava Roupas Concentrado para Diluir Lavagem Perfeita Refil;R$ 59,90;1 X 500 mL
1913;Ariel Sabão Líquido Concentrado com Toque de Downy;R$ 64,90;1 X 2.0 L
1914;Tixan Ypê Lava Roupas em Pó Maciez Concentrado;R$ 21,90;1 X 1.6 Kg
1915;Ariel Lava Roupas Líquido Concentrado Expert;R$ 59,90;1 X 2 L
1916;Brilhante Lava-Roupas em Pó Roupas Brancas e Coloridas;R$ 13,90;1 X 800 g
1917;Tixan Ypê Lava Roupas em Pó Maciez;R$ 14,90;1 X 800.0 g
1918;Lava Roupas Woolite Para Roupas Escuras Floral 450Ml;R$ 29,90;1 X 450 mL
1919;Brilhante Lava Roupas Pó Roupas Brancas e Coloridas;R$ 13,90;1 X 800 g
1920;Omo Lava-Roupas em Pó Puro Cuidado Toque de Aveia;R$ 15,99;1 X 800 g
1921;Ariel Sabão Líquido Refil Cores Radiantes;R$ 16,90;1 X 700 mL
1922;Ola Lava Roupas Líquidos Lava Roupas Delicadas Bebê;R$ 27,90;1 X 1 L
1923;Casa Km Lava Roupas Líquido Vida Macia;R$ 12,90;1 X 500 mL
1924;Tixan Ypê Lava-Roupas Pó Concentrado Primavera;R$ 9,99;1 X 800 g
1925;Tira Manchas Em Barra Vanish 75G Para Roupas Coloridas;R$ 8,90;1 X 75 g
1926;Tixan Detergente em Pó Primavera Concentrado;R$ 14,90;1 X 800 g
1927;Coquel Lava Roupas em Pó Natureza Limpa;R$ 9,90;1 X 1 Kg
1928;Brilhante Lava Roupas em Pó Cuidado Total;R$ 13,90;1 X 800 g
1929;Tixan Ypê Lava Roupas em Pó Concentrado Primavera;R$ 19,99;1 X 2.0 Kg
1930;Ola Lava Roupas Coco;R$ 27,90;1 X 1 L
1931;Reax Sabão Barra Coco;R$ 12,90;1 X 1 Kg
1932;Minuano Sabão em Barra Glicerinado Neutro;R$ 8,99;1 X 900 g
1933;Omo Sabão Lava Roupa Líquido Concentrado;R$ 63,99;1 X 500 mL
1934;Tixan Ypê Detergente em Pó Primavera;R$ 21,90;1 X 1.6 Kg
1935;Limpol Detergente em Tabletes para Máquina de Lavar Louça;R$ 38,90;1 X 25 Und
1936;Mon Bijou Amaciante para Roupas + Perfume;R$ 25,90;1 X 5 L
1937;Brilhante Lava Roupas Sanitizante Em Pó Delicadeza Total;R$ 13,90;1 X 800 g
1938;Ypê Sabão Glicerinado Aloe Vera;R$ 12,90;1 X 900 g
1939;Omo Lava Roupas Líquido Ultra Power;R$ 34,90;1 X 1.8 L
1940;Ypê Sabão em Pó Power Act;R$ 27,99;1 X 1.6 Kg
1941;Ypê Sabão em Barra Glicerinado com Coco;R$ 3,69;1 X 180 g
1942;Assim Detergente em Pó Floral Triplação;R$ 9,99;1 X 800 g
1943;Vanish Tira Manchas Pink Gel Multiuso;R$ 25,90;1 X 1.2 L
1944;Brilhante Lava Roupa Líquido Delicadeza Total;R$ 49,90;1 X 3 L
1945;Ola Lava Roupas Delicadas Original;R$ 27,90;1 X 1 L
1946;Tixan Ypê Lava Roupas em Pó Concentrado Primavera;R$ 23,90;1 X 1.8 Kg
1947;Omo Sabão em Pó Lavanda;R$ 29,90;1 X 2 Kg
1948;Omo Lava-Roupas em Pó Ativo Concentrado Lavanda;R$ 15,99;1 X 800 g
1949;Omo Lava Roupas em Pó Lavagem Perfeita;R$ 13,99;1 X 800 g
1950;Mon Bijou Sabão em Líquido Coco Roupas Delicadas;R$ 26,90;1 X 500 mL
1951;Brilhante Lava Roupas em Pó Cuidado Total;R$ 21,90;1 X 1.6 Kg
1952;Ypê Sabão em Pó Power Act;R$ 16,90;1 X 800 g
1953;Mon Bijou Sabão Líquido Roupas Escuras e Pretas;R$ 26,90;1 X 1 L
1954;Ypê Lava Roupas Líquido Power Action;R$ 21,90;1 X 1 L
1955;Ariel Sabão Líquido Suave e Gentil Concentrado;R$ 29,99;1 X 900 mL
1956;Assim Detergente em pó Triplação;R$ 9,99;1 x 800 g
1957;Brilhante Kit para Diluição e Lava Roupas Limpeza Total;R$ 49,90;1 X 2 Und
1958;Omo Lava Roupas Líquido Roupas Finas & Delicadas Original;R$ 29,90;1 X 900 mL
1959;Omo Lava Roupas Líquido de Coco para Roupas Finas e Delicadas;R$ 19,90;1 X 450 L
1960;Ypê Lava Roupa Liquido Power Act;R$ 59,90;1 X 3 L
1961;Omo Lava Roupas em Pó Lavagem Perfeita Sanitiza & Higieniza;R$ 25,90;1 X 1.6 Kg
1962;Amacitel Sabão em Pós Toque de Poesia;R$ 6,49;1 x 1 Kg
1963;Tixan Detergente em pó Maciez;R$ 12,99;1 X 800 g
1964;Ypê Actionsabonete Antibacteriano Fresh;R$ 2,59;1 X 85 g
1965;Nugget Graxa Para Sapato Líquida Preta;R$ 19,90;1 x 60 mL
1966;Graxa Para Sapato Em Pasta Preta Nugget Lata 36G;R$ 17,90;1 x 36 g
1967;Graxa Para Sapato Em Pasta Marrom Nugget Lata 36G;R$ 17,90;1 x 36 g
1968;Nugget Graxa Para Sapato Líquida Marrom;R$ 19,99;1 x 60 mL
1969;Limpador Para Limpeza Pesada Original, Veja, 1L;R$ 16,99;1 X 1 L
1970;Graxa Para Sapato Líquida Incolor Nugget 60Ml;R$ 24,90;1 x 60 mL
1971;Bombril Cera Sapato Liquida Marrom;R$ 19,90;60 mL
1972;Perdigão Steak De Frango;R$ 2,49;1 X 100 g
1973;Seara Empanado de Frango Recheado de Presunto e Queijo;R$ 4,99;1 X 110 g
1974;Super Frango Empanado de Frango Aperitivo Crocante;R$ 11,90;1 X 300 g
1975;Frango Supersteak Empanado;R$ 2,49;100 g
1976;Polenghi Queijo Cheddar Sandwich-In;R$ 22,90;1 X 288 g
1977;Petybon Lasanha Direto Ao Forno Tradicional;R$ 4,49;1 X 200 g
1978;Rezende Lasanha Bolonhesa;R$ 16,90;1 X 600 g
1979;Rezende Lasanha de Frango Congelada;R$ 16,90;1 X 600 g
1980;Zinho Pão Bolinha Recheado com Catupiry;R$ 14,90;1 X 300.0 g
1981;Rezende Lasanha Presunto e Queijo;R$ 16,90;1 X 600 g
1982;Guimaraes Fondant De Leite Guimarães;R$ 5,49;130 g
1983;Nissin Macarrão Yakissoba Instantâneo;R$ 9,49;1 X 500 g
1984;Personal Vip Papel Higiênico Folha Dupla Neutro;R$ 25,90;1 X 16 Und
1985;Neve Papel Higiênico Toque de Seda Folha Dupla;R$ 32,90;1 X 16.0 Und
1986;Neve Papel Higiênico Folha Tripla Neutro Supreme;R$ 8,90;1 X 4 Und
1987;Neve Papel Higiênico Supreme;R$ 32,90;1 X 16 Und
1988;Neve  Papel Higiênico Neutro Folha Dupla Dermacare;R$ 8,90;1 X 4 Und
1989;Personal Vip Papel Higiênico Folha Dupla Neutro;R$ 7,49;1 X 4 Und
1990;Personal Papel Higiênico Folha Dupla Vip Neutro;R$ 39,90;1 X 24 Und
1991;Personal Papel Higiênico Folha Simples Neutro;R$ 15,90;1 X 16 Und
1992;Stylus Papel Higiênico Fardo;R$ 11,90;12 Und
1993;Sublime Papel Higiênico Folha Dupla;R$ 23,90;1 X 16.0 Und
1994;Personal Vip Papel Higienico Neutro;R$ 14,90;8 Und
1995;Elite Papel Higiênico Folha Dupla Ultra;R$ 24,90;1 X 16 Und
1996;Personal Papel Higiênico Folha Dupla Vip Neutro;R$ 28,90;1 X 18 Und
1997;Personal Papel Higiênico Folha Tripla Neutro Vip3;R$ 26,90;20 m
1998;Sublime Papel Higiênico Folha Simples Neutro;R$ 7,99;1 X 8 Und
1999;Personal Papel Higiênico Folha Tripla Vip3;R$ 19,90;1 X 12.0 Und
2000;Milli Papel Higiênico Folha Tripla;R$ 22,90;1 x 12 Und
2001;Paloma Papel Higiênico Rolos 60M 16 Und;R$ 29,90;60 m
2002;Personal Papel Higienico Folha Tripla Vip3;R$ 38,90;1 X 24 Und
2003;Softys Papel Higiênico Neutro;R$ 6,49;1 X 4 Und
2004;Nivea Sabonete em Barra Proteína do Leite;R$ 2,99;1 X 85.0 g
2005;Nivea Sabonete em Barra Lavanda e Óleos;R$ 2,99;1 X 85 g
2006;Nivea Sabonete Erva Doce;R$ 2,99;1 X 85 g
2007;Johnsons Sabonete Em Barra Nutri Spa Rejuvenescedora Amendoas;R$ 3,49;1 X 80 g
2008;Flor de Ypê Sabonete em Barra Frésia e Pêssego;R$ 1,89;1 X 85 g
2009;Phebo Sabonete em Barra Limão Siciliano;R$ 4,99;1 X 100 g
2010;Phebo Sabonete Em Barra Patchouly;R$ 4,49;1 X 90 g
2011;Lux Sabonete em Barra Buquê de Jasmim;R$ 2,79;1 X 85 g
2012;Lux Sabonete Suave em Barra Lavanda;R$ 2,79;1 X 85 g
2013;Johnsons Sabonete Em Barra Daily Care Lavanda;R$ 3,49;1 X 80 g
2014;Phebo Sabonete em Barra Odor de Rosas;R$ 4,49;1 X 90 g
2015;Dove Sabonete Creme Tradicional;R$ 4,69;90 g
2016;Phebo Sabonete em Barra Toque de Lavanda;R$ 4,49;1 X 90 g
2017;Johnsons Sabonete Renovadora Romã;R$ 3,49;1 X 80 g
2018;Phebo Sabonete em Barra Vegetal Lima da Pérsia;R$ 4,49;1 X 90 g
2019;Ypê Sabonete Flor de Maçã e Framboesa;R$ 1,89;1 X 85 g
2020;Phebo Sabonete Vegetal Amazonian;R$ 4,49;1 X 90 g
2021;Nivea Sabonete em Barra Hidratante Aveia;R$ 2,99;1 X 85.0 g
2022;Nivea Sabonete Nívea Creme Care;R$ 4,99;1 X 90 g
2023;Granado Sabonete Barra Tradicional;R$ 5,99;1 X 90 g
2024;Francis Sabonete em Barra Sedução Lírio;R$ 2,49;1 X 85 g
2025;Lux Suave Sabonete em Barra Rosas Francesas;R$ 2,79;1 X 85.0 g
2026;Phebo Sabonete em Barra Alfazema Provençal;R$ 4,99;1 X 100 g
2027;Lux Sabonete em Barra Glicerinado Botanicals Orquídea Negra;R$ 2,79;1 X 85 g
2028;Pom Pom Sabonete em Barra Infantil Manteiga de Karité;R$ 3,39;1 X 80 g
2029;Johnson's Sabonete em Barra Daily Care Erva Doce;R$ 3,49;1 X 80.0 g
2030;Phebo Sabonete Frescor Da Manhã;R$ 4,49;1 X 90 g
2031;Nivea Sabonete Hidratante Orquídeas;R$ 2,99;1 X 85 g
2032;Sabonete Ann Bowlimao Siciliano;R$ 4,49;1 X 90 g
2033;Nivea Sabonete Hidratante Toque de Baunilha;R$ 2,99;1 X 85 g
2034;Nivea Sabonete Em Barra Leite;R$ 4,99;1 X 125 g
2035;Phebo Sabonete em Barra Cremoso Nectarina da Andaluzia;R$ 4,99;1 X 100.0 g
2036;Palmolive Sabonete em Barra Naturals Hidratação Intensiva;R$ 2,59;1 X 85 g
2037;Flor de Ypê Sabonete em Barra Rosas Brancas e Avelã;R$ 1,89;1 X 85 g
2038;Granado Sabonete de Glicerina Calêndula;R$ 5,49;1 X 90 g
2039;Phebo Sabonete Naturelle;R$ 4,49;1 X 90 g
2040;Francis Sabonete em Barra Cerejeira do Oriente;R$ 3,99;1 X 90 g
2041;Albany Sabonete Antibacteriano Extrato de Aveia;R$ 1,79;1 X 85 g
2042;Alma De Flores Sabonete Barra Essência Flores Brancas;R$ 4,99;1 X 130 g
2043;Dove Kit Sabonete Original em Barra;R$ 28,99;1 X 6 Und
2044;Phebo Kit Sabonete Festa Amazonia;R$ 34,90;80 Und
2045;Nivea Flor de Cerejeira Sabonete;R$ 2,99;1 X 85 g
2046;Granado Sabonete Liquido Antisseptico;R$ 29,90;1 X 300 mL
2047;Granado Sabonete Cremoso Dermocalmante;R$ 30,90;1 X 250 mL
2048;Phebo Sabonete em Barra Gerânio Boubon;R$ 4,99;1 X 100 g
2049;Francis Sabonete Clássico Lilás Lavandas de Grasse;R$ 3,99;1 X 90 g
2050;Davene Sabonete Aveia Clássico;R$ 3,39;1 X 90 g
2051;Protex Sabonete Antibacteriano Nutri Protect Vitamina E;R$ 3,49;1 X 85.0 g
2052;Granado Sabonete Terrapeutics Lavanda;R$ 5,49;1 X 90 g
2053;Protex Kit Sabonete em Barra Antibacteriano Vitamina E;R$ 15,99;1 X 510.0 g
2054;Rexona Sabonete Antibacterial Fresh;R$ 2,99;1 X 84 g
2055;Protex Sabonete Antibacteriano Em Barra Limpeza Profunda 85G;R$ 3,49;1 X 85 g
2056;Flor de Ypê Sabonete em Barra Flor de Laranjeira e Damasco;R$ 1,89;1 X 85 g
2057;Protex Sabonete Antibacteriano em Barra Cream;R$ 3,49;1 X 85 g
2058;Dove Sabonete em Barra Anti-Stress Micelar;R$ 4,69;1 X 90 g
2059;Alma De Flores sabonete em barra perfumado herbal;R$ 4,99;1 X 130 g
2060;Flor de Ypê Sabonete Gardênia e Argan;R$ 1,89;1 X 85 g
2061;Protex Sabonete Masculino Antibacteriano Em Barra Men Sport 85G;R$ 3,49;1 X 85 g
2062;Lux Sabonete em Barra Capim Limão & Frangipani;R$ 2,79;1 X 85 g
2063;Hidramais Sabonete Ameixa Negra;R$ 15,90;1 X 500 mL
2064;Colgate Pasta de Dente Total 12 Clean Mint;R$ 8,99;1 X 90 g
2065;Colgate Creme Dental Tripla Ação Menta Original;R$ 4,75;1 X 90.0 g
2066;Oral-B Creme Dental Anticáries Menta Suave;R$ 2,99;1 X 70 g
2067;Colgate Creme Dental Máxima Proteção;R$ 4,49;1 X 90 g
2068;Colgate Creme Dental Mpa Anticáries;R$ 5,49;1 X 120 g
2069;Colgate Creme Dental Sorriso Tripa Limpeza;R$ 3,99;1 X 70 g
2070;Colgate Creme Dental Tripla Ação Menta Original;R$ 7,99;1 X 180 g
2071;Colgate Creme Dental Total 12 Whitening;R$ 8,99;1 X 90 g
2072;Colgate Creme Dental Tripla Ação Hortelã;R$ 4,75;1 X 90 g
2073;Oral-B Kit Creme Dental Escudo Antiaçúcar;R$ 12,90;1 X 3 Und
2074;Colgate Creme Dental Luminous White Brilliant;R$ 9,99;1 X 70 g
2075;Oral-B Creme Dental Clareador 3D White Glamorous White;R$ 12,90;1 X 90 g
2076;Oral-B Creme Dental Clareador White Brilliant Fresh;R$ 11,90;1 X 70 g
2077;Colgate Pasta de Dente Máxima Proteção Anticáries;R$ 14,90;1 X 3 Und
2078;Oral-B Creme Dental com Carvão 3D White Mineral Clean;R$ 19,90;1 X 102 g
2079;Oral-B Creme Dental Kid's Spiderman;R$ 9,99;1 X 50 g
2080;Sensodyne Repair & Protect Whitening Pasta De Dente, Reparação Mais Forte Para Os Dentes Sensiveis, Com Tecnologia Novamin, 100G;R$ 23,90;1 X 100 g
2081;Oral-B Creme Dental Infantil com Flúor Mickey;R$ 8,90;1 X 50 g
2082;Oral-B Creme Dental Extra Fresh;R$ 12,90;1 X 3 Und
2083;Oral-B Creme Dental 4 em 1;R$ 5,49;1 X 70.0 g
2084;Close Up Creme Dental Triple Menta Americana;R$ 4,90;1 X 70 g
2085;Colgate Creme Dental Luminous White Carvão Ativado com Flúor;R$ 12,99;1 X 140 g
2086;Colgate Creme Dental Máxima Proteção Anticáries;R$ 6,49;1 X 70 g
2087;Oral-B Creme Dental 3D White Perfection;R$ 17,90;1 X 102 g
2088;Colgate Pasta de Dente Prevent Antiplaca com Flúor;R$ 14,90;1 X 90 g
2089;Colgate Creme Dental Tripla Ação Xtra White;R$ 4,99;1 X 70 g
2090;Oral-B Creme Dental Stages Frozen;R$ 15,90;1 X 100 g
2091;Colgate Creme Dental Infantil Smiles;R$ 11,90;1 X 100 g
2092;Colgate Creme Dental Tripla Ação Menta original;R$ 7,99;1 X 180.0 g
2093;Oral-B Creme Dental Kids Minnie;R$ 8,90;1 X 50.0 g
2094;Close Up Creme Dental Triple Hortelã;R$ 4,90;1 X 70 g
2095;Sensodyne Pasta de Dente Extra Fresh para Dentes Sensíveis;R$ 24,90;3 X 50 g
2096;Close Up Creme Dental Triple Menta;R$ 5,49;1 X 150 g
2097;Colgate Pasta de Dente Sensitive Pro-Alívio com Flúor;R$ 17,90;1 X 110 g
2098;Close Up Ação Profunda Creme Dental;R$ 4,99;1 X 90 g
2099;Sensodyne Creme Dental Repair & Protect;R$ 22,90;1 X 100 g
2100;Parodontax Creme Dental Flúor;R$ 13,90;1 X 50 g
2101;Colgate Creme Dental Natural Extracts Carvão;R$ 9,99;1 X 90 g
2102;Sorriso Creme Dental Tripla Limpeza Completo;R$ 4,99;1 X 120 g
2103;Sensodyne Branqueador Extra Fresh Pasta De Dente Para Dentes Sensíveis 90G;R$ 19,90;1 X 90 g
2104;Colgate Creme Dental Luminous White;R$ 10,90;1 X 70 g
2105;Colgate Creme Dental Xtra White;R$ 6,99;1 X 120.0 g
2106;Sorriso Creme Dental Dentes Brancos;R$ 4,49;1 X 90 g
2107;Colgate Luminous White Creme Dental Manchas De Café 70G;R$ 19,90;1 X 70 g
2108;Sorriso Creme Dental Dentes Brancos;R$ 2,99;1 X 120 g
2109;Oral-B Creme Dental Extra Branco;R$ 8,49;1 X 150 g
2110;Oral-B Creme Dental Gengiva Detox Deep Clean;R$ 24,90;1 X 102 g
2111;Colgate Creme Dental Natural Extracts Reinforced;R$ 9,99;1 X 90 g
2112;Sensodyne Pasta de Dente Pro-Esmalte;R$ 13,90;1 X 50 g
2113;Oral-B Creme Dental Natural Essence Bicarbonato de Sódio & Carvão;R$ 22,90;1 X 90 g
2114;Sorriso Creme Dental Fresh Hortelã Explosion;R$ 4,99;1 X 90.0 g
2115;Oral-B Pack Creme Dental Menta Fresca;R$ 23,90;6 X 70 g
2116;Close Up Creme Dental Fresh Ice;R$ 5,49;1 X 100 g
2117;Colgate Creme Dental Total 12 Clean Mint;R$ 12,89;1 X 180 g
2118;Colgate Kit Creme Dental Anti Tártaro;R$ 16,99;1 X 3 Und
2119;Close Up Creme Dental Fresh Multi Vitaminas;R$ 5,99;1 X 85.0 g
2120;Oral-B Creme Dental Com Flúor Menta Refrescante;R$ 6,99;1 X 70 g
2121;Sorriso Creme Dental Fresh Plus Xtra Mint;R$ 4,99;1 X 90 g
2122;Sensodyne Creme Dental Rápido Alívio Para Dentes Sensíveis;R$ 19,90;1 X 90 g
2123;Colgate Creme Dental Para Clareamento Brilliant Mint;R$ 12,99;140 g
2124;Capicilin Tonico Capilar Anticaspa E Antiqueda;R$ 18,90;100 mL
2125;Gel Kanechon  Fix;R$ 9,99;1 X 230 g
2126;Pantene Kit Shampoo E Condicionador Colágeno Hidrata E Resgata;R$ 39,90;1 X 2 Und
